mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_5d,entry_5d,exit_5d,exit_date_5d,stopped_5d,r_5d,triggered_10d,entry_10d,exit_10d,exit_date_10d,stopped_10d,r_10d,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d,vol_ratio,mom20,_d
prebreak,000400,2017-08-09,S,S,A,C,S,S,A,15.285,16.25,15.44,0.81,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,16.25,16.0266,2017-09-05,0,-0.2909,2.414,0.0689660778674841,2017-08-09
prebreak,600315,2017-08-09,S,S,A,C,S,S,A,28.8012,29.28,28.04,1.24,,0,0.0,0.0,,0,0.0,1,29.28,29.2218,2017-08-22,0,-0.0648,1,29.28,29.2218,2017-08-22,0,-0.0648,1.7895,0.0303363783136259,2017-08-09
prebreak,000860,2017-08-14,S,S,A,C,S,S,A,16.0101,15.49,14.84,0.65,,1,15.49,15.7621,2017-08-17,0,0.4002,1,15.49,15.7621,2017-08-17,0,0.4002,1,15.49,15.7621,2017-08-17,0,0.4002,1.9069,0.0711016316435462,2017-08-14
prebreak,600315,2017-08-16,S,S,A,C,S,S,A,28.3618,28.85,27.75,1.1,,1,28.85,29.2218,2017-08-22,0,0.3179,1,28.85,29.2218,2017-08-22,0,0.3179,1,28.85,29.2218,2017-08-22,0,0.3179,1.7895,0.0152050722113423,2017-08-16
prebreak,002326,2017-08-17,S,S,A,C,S,S,A,12.3814,12.46,11.82,0.64,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,12.46,12.7405,2017-09-14,0,0.4232,2.573,0.0468357850255041,2017-08-17
prebreak,000756,2017-08-21,S,S,A,C,S,S,A,10.9959,10.68,10.17,0.51,,1,10.68,10.7277,2017-08-24,0,0.0775,1,10.68,10.7277,2017-08-24,0,0.0775,1,10.68,10.7277,2017-08-24,0,0.0775,2.2487,0.0800190417768726,2017-08-21
prebreak,002311,2017-08-21,S,S,A,C,S,S,A,16.5294,16.94,16.12,0.82,,1,16.94,16.8179,2017-08-28,0,-0.1646,1,16.94,16.8539,2017-08-29,0,-0.1206,1,16.94,16.8539,2017-08-29,0,-0.1206,2.0579,0.0338573510965325,2017-08-21
prebreak,002673,2017-08-23,S,S,A,C,S,S,A,14.3489,13.55,13.02,0.53,,1,13.55,14.5475,2017-08-30,0,1.8614,1,13.55,14.3128,2017-09-06,0,1.419,1,13.55,14.3038,2017-09-20,0,1.4019,1.9684,-0.013488022031972,2017-08-23
prebreak,300054,2017-08-25,S,S,A,C,S,S,A,9.5953,10.42,9.92,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.42,10.3547,2017-09-22,0,-0.1465,2.0941,0.0870643374191835,2017-08-25
prebreak,601688,2017-08-28,S,S,A,C,S,S,A,18.6385,16.3,15.66,0.64,,1,16.3,19.072,2017-09-04,0,4.3092,1,16.3,18.1069,2017-09-11,0,2.8022,1,16.3,18.1233,2017-09-25,0,2.8278,2.1722,0.013776149331097,2017-08-28
prebreak,603288,2017-08-28,S,S,A,C,S,S,A,17.3124,18.08,17.18,0.9,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,18.08,19.2818,2017-09-25,0,1.3192,2.8089,0.0191017610235066,2017-08-28
prebreak,000701,2017-08-29,S,S,A,C,S,S,A,14.1952,13.92,13.24,0.68,,1,13.92,13.3707,2017-09-01,0,-0.8229,1,13.92,13.3707,2017-09-01,0,-0.8229,1,13.92,13.3707,2017-09-01,0,-0.8229,2.2997,0.0441872140029653,2017-08-29
prebreak,600668,2017-08-29,S,S,A,C,S,S,A,13.2769,13.53,12.98,0.55,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.53,13.1639,2017-09-18,0,-0.6839,2.7655,0.0383965382193756,2017-08-29
prebreak,002491,2017-08-31,S,S,A,C,S,S,A,12.6973,12.94,12.25,0.69,,1,12.94,13.083,2017-09-07,0,0.1929,1,12.94,13.1522,2017-09-14,0,0.2931,1,12.94,14.0324,2017-09-28,0,1.5679,1.6247,0.0629875397326,2017-08-31
prebreak,002410,2017-09-01,S,S,A,C,S,S,A,12.9085,12.13,11.51,0.62,,1,12.13,13.3595,2017-09-08,0,1.967,1,12.13,13.9167,2017-09-15,0,2.8651,1,12.13,13.5652,2017-09-29,0,2.2984,3.8267,0.0718899381573476,2017-09-01
prebreak,300307,2017-09-01,S,S,A,C,S,S,A,10.1261,10.13,9.61,0.52,,1,10.13,9.9387,2017-09-08,0,-0.3824,1,10.13,9.9574,2017-09-15,0,-0.3464,1,10.13,9.61,2017-09-25,1,-1.0142,2.384,0.0814205068141942,2017-09-01
prebreak,600584,2017-09-01,S,S,A,C,S,S,A,16.4583,15.22,14.42,0.8,,1,15.22,16.9653,2017-09-08,0,2.1658,1,15.22,16.5461,2017-09-15,0,1.6421,1,15.22,18.8276,2017-10-18,0,4.4922,2.2678,0.0156119158767935,2017-09-01
prebreak,002311,2017-09-04,S,S,A,C,S,S,A,16.6827,17.17,16.55,0.62,,1,17.17,16.7818,2017-09-07,0,-0.6468,1,17.17,16.7818,2017-09-07,0,-0.6468,1,17.17,16.7818,2017-09-07,0,-0.6468,1.7908,0.0286565736368267,2017-09-04
prebreak,002126,2017-09-07,S,S,A,C,S,S,A,9.8761,10.04,9.52,0.52,,1,10.04,9.9237,2017-09-14,0,-0.2382,1,10.04,9.638,2017-09-21,0,-0.7873,1,10.04,9.52,2017-09-25,1,-1.014,2.071,0.0195461940201393,2017-09-07
prebreak,300001,2017-09-07,S,S,A,C,S,S,A,15.6304,16.0,15.35,0.65,,1,16.0,16.9735,2017-09-14,0,1.478,1,16.0,17.2362,2017-09-21,0,1.882,1,16.0,16.117,2017-10-12,0,0.1612,4.267,0.0444591190287095,2017-09-07
prebreak,600062,2017-09-08,S,S,A,C,S,S,A,14.6738,14.99,14.46,0.53,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.99,15.05,2017-10-13,0,0.0917,3.8035,0.0253749792990412,2017-09-08
prebreak,000963,2017-09-11,S,S,A,C,S,S,A,22.8613,23.76,22.59,1.17,,0,0.0,0.0,,0,0.0,1,23.76,23.7728,2017-09-25,0,-0.0045,1,23.76,23.7434,2017-09-27,0,-0.0296,1.9033,0.0226490115206108,2017-09-11
prebreak,300050,2017-09-11,S,S,A,C,S,S,A,10.6963,11.06,10.5,0.56,,0,0.0,0.0,,0,0.0,1,11.06,10.8558,2017-09-25,0,-0.3795,1,11.06,10.5,2017-09-26,1,-1.0144,4.0619,0.0586726708422613,2017-09-11
prebreak,000869,2017-09-12,S,S,A,C,S,S,A,30.4069,31.6,30.12,1.48,,0,0.0,0.0,,0,0.0,1,31.6,32.0363,2017-09-26,0,0.2784,1,31.6,32.9242,2017-10-17,0,0.878,5.0742,0.0218558865493962,2017-09-12
prebreak,002117,2017-09-13,S,S,A,C,S,S,A,10.6717,11.26,10.73,0.53,,1,11.26,10.9482,2017-09-19,0,-0.6041,1,11.26,10.9482,2017-09-19,0,-0.6041,1,11.26,10.9482,2017-09-19,0,-0.6041,2.7235,0.0022589152745247,2017-09-13
prebreak,600062,2017-09-15,S,S,A,C,S,S,A,14.5848,14.72,14.16,0.56,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.72,15.2895,2017-10-20,0,0.9963,3.8519,-0.0033543563914497,2017-09-15
prebreak,002311,2017-09-18,S,S,A,C,S,S,A,17.3316,17.65,16.82,0.83,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,17.65,17.9354,2017-10-23,0,0.3275,1.5478,0.0183721606766102,2017-09-18
prebreak,300347,2017-09-18,S,S,A,C,S,S,A,17.9732,17.34,16.47,0.87,,1,17.34,18.4685,2017-09-25,0,1.2812,1,17.34,18.9258,2017-10-09,0,1.8065,1,17.34,20.323,2017-10-23,0,3.4114,1.8693,0.0140460175290488,2017-09-18
prebreak,300335,2017-09-22,S,S,A,C,S,S,A,15.8851,16.54,15.73,0.81,,0,0.0,0.0,,0,0.0,1,16.54,17.0618,2017-10-13,0,0.6283,1,16.54,17.3187,2017-10-27,0,0.9452,1.7147,0.0283498998964415,2017-09-22
prebreak,000988,2017-09-26,S,S,A,C,S,S,A,15.9858,16.91,16.09,0.82,,1,16.91,17.4842,2017-10-10,0,0.6841,1,16.91,16.8323,2017-10-17,0,-0.1104,1,16.91,17.5134,2017-10-31,0,0.7197,1.7466,0.0616906293918673,2017-09-26
prebreak,000938,2017-09-29,S,S,A,C,S,S,A,21.7122,21.01,20.05,0.96,,1,21.01,22.0793,2017-10-13,0,1.0965,1,21.01,21.3874,2017-10-20,0,0.3762,1,21.01,22.5912,2017-11-03,0,1.6294,2.0906,-0.0081477424825708,2017-09-29
prebreak,600486,2017-09-29,S,S,A,C,S,S,A,27.0487,27.48,26.31,1.17,,1,27.48,29.639,2017-10-13,0,1.8263,1,27.48,29.1668,2017-10-20,0,1.423,1,27.48,31.646,2017-11-03,0,3.5406,2.1788,-0.0372014590002049,2017-09-29
prebreak,002179,2017-10-11,S,S,A,C,S,S,A,14.644,13.84,13.17,0.67,,1,13.84,14.7452,2017-10-18,0,1.3345,1,13.84,15.0955,2017-10-25,0,1.857,1,13.84,14.5155,2017-11-08,0,0.9919,1.8063,0.0581735027439267,2017-10-11
prebreak,600161,2017-10-11,S,S,A,C,S,S,A,12.1523,11.99,11.45,0.54,,1,11.99,12.2235,2017-10-16,0,0.4152,1,11.99,12.2235,2017-10-16,0,0.4152,1,11.99,12.2235,2017-10-16,0,0.4152,1.6382,0.0151706140613345,2017-10-11
prebreak,000988,2017-10-17,S,S,A,C,S,S,A,16.8323,17.64,16.81,0.83,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,17.64,17.3674,2017-11-03,0,-0.3444,1.6403,0.071522458766811,2017-10-17
prebreak,300207,2017-10-17,S,S,A,C,S,S,A,11.0082,11.85,11.33,0.52,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.85,11.33,2017-11-08,1,-1.0167,2.9585,0.0233845993700962,2017-10-17
prebreak,600754,2017-10-20,S,S,A,C,S,S,A,25.6791,28.36,27.01,1.35,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,28.36,28.9054,2017-11-17,0,0.3878,2.0663,0.0750382803915183,2017-10-20
prebreak,601877,2017-10-20,S,S,A,C,S,S,A,18.8106,16.9,16.04,0.86,,1,16.9,20.398,2017-10-27,0,4.0499,1,16.9,19.9316,2017-11-03,0,3.5079,1,16.9,21.9607,2017-11-17,0,5.8659,1.6887,0.0134866149834871,2017-10-20
prebreak,600132,2017-10-23,S,S,A,C,S,S,A,16.5408,17.13,16.25,0.88,,0,0.0,0.0,,0,0.0,1,17.13,16.25,2017-11-06,1,-1.0142,1,17.13,16.25,2017-11-06,1,-1.0142,1.5263,0.0028433178052573,2017-10-23
prebreak,002589,2017-10-25,S,S,A,C,S,S,A,14.4124,14.32,13.67,0.65,,1,14.32,14.7238,2017-10-30,0,0.6041,1,14.32,14.7238,2017-10-30,0,0.6041,1,14.32,14.7238,2017-10-30,0,0.6041,3.0814,-0.0077505570591674,2017-10-25
prebreak,600699,2017-10-26,S,S,A,C,S,S,A,26.1661,25.88,24.64,1.24,,1,25.88,26.119,2017-11-02,0,0.1767,1,25.88,28.0437,2017-11-09,0,1.728,0,25.88,24.9816,2017-11-23,0,-0.7399,1.665,0.1211345014259452,2017-10-26
prebreak,000988,2017-10-31,S,S,A,C,S,S,A,17.5134,17.05,16.17,0.88,,1,17.05,17.8636,2017-11-07,0,0.9093,1,17.05,19.0506,2017-11-14,0,2.2573,1,17.05,16.9199,2017-11-28,0,-0.1625,1.6403,0.0356835556674677,2017-10-31
prebreak,000988,2017-11-07,S,S,A,C,S,S,A,17.8636,18.1,17.17,0.93,,1,18.1,19.0506,2017-11-14,0,1.0068,1,18.1,18.5933,2017-11-21,0,0.5154,1,18.1,17.17,2017-11-24,1,-1.0142,1.8535,0.0612060440678094,2017-11-07
prebreak,002035,2017-11-07,S,S,A,C,S,S,A,15.1342,15.73,14.98,0.75,,1,15.73,15.674,2017-11-14,0,-0.0906,1,15.73,15.3522,2017-11-15,0,-0.5194,1,15.73,15.3522,2017-11-15,0,-0.5194,1.5503,0.0751319016944487,2017-11-07
prebreak,300146,2017-11-07,S,S,A,C,S,S,A,10.5699,10.62,10.07,0.55,,1,10.62,11.3568,2017-11-14,0,1.3241,1,10.62,11.7812,2017-11-21,0,2.0952,1,10.62,10.6084,2017-12-05,0,-0.0357,1.8565,-0.0025372622619229,2017-11-07
prebreak,002597,2017-11-09,S,S,A,C,S,S,A,19.8515,18.77,17.87,0.9,,1,18.77,21.4297,2017-11-16,0,2.9375,1,18.77,20.4994,2017-11-23,0,1.9045,1,18.77,19.4861,2017-12-07,0,0.7793,1.5002,-0.0114649106084634,2017-11-09
prebreak,002626,2017-11-10,S,S,A,C,S,S,A,13.0454,12.47,11.86,0.61,,1,12.47,14.4655,2017-11-17,0,3.2537,1,12.47,15.5887,2017-11-24,0,5.0939,1,12.47,15.9257,2017-12-08,0,5.646,2.8791,0.0431384702973975,2017-11-10
prebreak,300463,2017-11-10,S,S,A,C,S,S,A,24.0141,24.28,23.04,1.24,,1,24.28,24.0779,2017-11-15,0,-0.1777,1,24.28,24.0779,2017-11-15,0,-0.1777,1,24.28,24.0779,2017-11-15,0,-0.1777,1.6176,0.0286688279379543,2017-11-10
prebreak,600585,2017-11-10,S,S,A,C,S,S,A,16.7245,17.36,16.5,0.86,,1,17.36,18.9589,2017-11-17,0,1.8427,1,17.36,19.2599,2017-11-24,0,2.1925,1,17.36,19.7082,2017-12-08,0,2.7133,2.1583,0.0622166811496258,2017-11-10
prebreak,600597,2017-11-10,S,S,A,C,S,S,A,14.0496,13.08,12.48,0.6,,1,13.08,13.682,2017-11-17,0,0.9861,1,13.08,13.1619,2017-11-24,0,0.1199,1,13.08,12.48,2017-11-29,1,-1.0159,1.7646,0.0375975138630415,2017-11-10
prebreak,600754,2017-11-10,S,S,A,C,S,S,A,29.2649,26.62,25.36,1.26,,1,26.62,28.9054,2017-11-17,0,1.7966,1,26.62,28.0813,2017-11-24,0,1.143,1,26.62,25.36,2017-12-01,1,-1.0154,1.7665,0.0452057847745952,2017-11-10
prebreak,603313,2017-11-16,S,S,A,C,S,S,A,17.054,16.84,15.98,0.86,,1,16.84,17.0426,2017-11-23,0,0.2206,1,16.84,17.3446,2017-11-30,0,0.5715,1,16.84,15.98,2017-12-06,1,-1.0143,2.3326,0.0366317279687991,2017-11-16
prebreak,002311,2017-11-20,S,S,A,C,S,S,A,20.0264,17.96,17.05,0.91,,1,17.96,17.8543,2017-11-27,0,-0.1311,1,17.96,18.5123,2017-12-04,0,0.5915,1,17.96,19.1612,2017-12-18,0,1.3041,1.5742,-0.0026400115962719,2017-11-20
prebreak,002321,2017-11-20,S,S,A,C,S,S,A,12.7045,13.18,12.51,0.67,,0,0.0,0.0,,0,0.0,1,13.18,13.8351,2017-12-14,0,0.9622,1,13.18,12.51,2017-12-25,1,-1.0143,6.2413,0.0022223558475267,2017-11-20
prebreak,300183,2017-11-21,S,S,A,C,S,S,A,16.5393,18.57,17.77,0.8,,1,18.57,17.77,2017-11-24,1,-1.017,1,18.57,17.77,2017-11-24,1,-1.017,1,18.57,17.77,2017-11-24,1,-1.017,5.5357,0.0199997010671335,2017-11-21
prebreak,600323,2017-11-24,S,S,A,C,S,S,A,12.9607,13.35,12.73,0.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.35,13.2508,2017-12-22,0,-0.1763,2.6236,0.0382390171021049,2017-11-24
prebreak,603900,2017-11-30,S,S,A,C,S,S,A,21.9541,22.44,21.27,1.17,,1,22.44,23.5093,2017-12-07,0,0.8988,1,22.44,24.4192,2017-12-14,0,1.676,1,22.44,24.0553,2017-12-28,0,1.3651,1.9112,0.017911654964287,2017-11-30
prebreak,603883,2017-12-06,S,S,A,C,S,S,A,21.2437,21.64,20.57,1.07,,1,21.64,20.57,2017-12-12,1,-1.0147,1,21.64,20.57,2017-12-12,1,-1.0147,1,21.64,20.57,2017-12-12,1,-1.0147,1.5348,6.0118576823420256e-06,2017-12-06
prebreak,300270,2017-12-08,S,S,A,C,S,S,A,13.252,12.16,11.57,0.59,,1,12.16,12.9024,2017-12-13,0,1.2419,1,12.16,12.9024,2017-12-13,0,1.2419,1,12.16,12.9024,2017-12-13,0,1.2419,3.3968,0.0147120181611615,2017-12-08
prebreak,300024,2017-12-11,S,S,A,C,S,S,A,18.9673,19.22,18.31,0.91,,1,19.22,19.3363,2017-12-18,0,0.1117,1,19.22,18.708,2017-12-25,0,-0.5783,1,19.22,19.2565,2018-01-09,0,0.024,2.2413,-0.0055010893246186,2017-12-11
prebreak,300055,2017-12-11,S,S,A,C,S,S,A,20.5855,20.13,19.26,0.87,,1,20.13,21.1418,2017-12-18,0,1.1447,1,20.13,21.8641,2017-12-25,0,1.9744,1,20.13,20.6733,2018-01-09,0,0.6065,1.5379,0.0199490112637314,2017-12-11
prebreak,600435,2017-12-11,S,S,A,C,S,S,A,13.0681,12.43,11.93,0.5,,1,12.43,12.7938,2017-12-18,0,0.7083,1,12.43,11.93,2017-12-25,1,-1.0183,1,12.43,11.93,2017-12-25,1,-1.0183,1.593,-0.0851750985834596,2017-12-11
prebreak,600521,2017-12-14,S,S,A,C,S,S,A,20.6356,17.31,16.51,0.8,,1,17.31,21.4766,2017-12-21,0,5.1885,1,17.31,20.4731,2017-12-28,0,3.9349,1,17.31,20.4943,2018-01-12,0,3.9614,1.6424,-0.0210177594730619,2017-12-14
prebreak,600062,2017-12-15,S,S,A,C,S,S,A,15.8709,16.41,15.78,0.63,,1,16.41,16.5892,2017-12-22,0,0.2645,1,16.41,16.9313,2017-12-29,0,0.8071,1,16.41,16.3772,2018-01-15,0,-0.0719,1.9661,0.0108726533465139,2017-12-15
prebreak,002311,2017-12-18,S,S,A,C,S,S,A,19.1612,19.87,19.11,0.76,,1,19.87,20.8285,2017-12-25,0,1.2406,1,19.87,20.5852,2018-01-02,0,0.9206,1,19.87,20.0895,2018-01-16,0,0.2688,1.6105,-0.0010663869358533,2017-12-18
prebreak,002410,2017-12-22,S,S,A,C,S,S,A,13.3927,13.4,12.69,0.71,,1,13.4,13.1672,2017-12-27,0,-0.3421,1,13.4,13.1672,2017-12-27,0,-0.3421,1,13.4,13.1672,2017-12-27,0,-0.3421,1.5841,0.0146165884258318,2017-12-22
prebreak,300463,2017-12-22,S,S,A,C,S,S,A,21.504,22.25,21.33,0.92,,1,22.25,21.7687,2017-12-28,0,-0.5412,1,22.25,21.7687,2017-12-28,0,-0.5412,1,22.25,21.7687,2017-12-28,0,-0.5412,1.7653,0.0277103924615431,2017-12-22
prebreak,300349,2017-12-26,S,S,A,C,S,S,A,17.3243,15.16,14.66,0.5,,1,15.16,18.0584,2018-01-03,0,5.7702,1,15.16,18.3539,2018-01-10,0,6.3607,1,15.16,17.9152,2018-01-24,0,5.4839,3.3489,0.06227416341149,2017-12-26
prebreak,600875,2017-12-27,S,S,A,C,S,S,A,9.4692,9.51,9.01,0.5,,1,9.51,9.6244,2018-01-04,0,0.2142,1,9.51,9.6244,2018-01-11,0,0.2142,1,9.51,9.6934,2018-01-25,0,0.3521,1.5177,0.0492255958709104,2017-12-27
prebreak,002614,2017-12-28,S,S,A,C,S,S,A,14.945,15.39,14.63,0.76,,1,15.39,15.5559,2018-01-05,0,0.2027,1,15.39,16.1749,2018-01-12,0,1.0167,1,15.39,16.4518,2018-01-26,0,1.3808,2.5167,0.0922734829783116,2017-12-28
prebreak,600436,2017-12-29,S,S,A,C,S,S,A,59.1317,60.77,57.9,2.87,,1,60.77,64.6332,2018-01-08,0,1.3291,1,60.77,68.2447,2018-01-15,0,2.5867,1,60.77,68.6845,2018-01-29,0,2.7398,1.7457,0.0290081616591482,2017-12-29
prebreak,002617,2018-01-02,S,S,A,C,S,S,A,10.8223,11.0,10.49,0.51,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.0,11.0353,2018-01-29,0,0.0528,3.0466,0.0361744720696852,2018-01-02
prebreak,002508,2018-01-03,S,S,A,C,S,S,A,38.003,38.43,36.52,1.91,,1,38.43,39.5446,2018-01-10,0,0.5679,1,38.43,39.8054,2018-01-17,0,0.7043,1,38.43,41.0402,2018-01-31,0,1.3504,1.6832,0.0533265924131849,2018-01-03
prebreak,002672,2018-01-03,S,S,A,C,S,S,A,15.772,15.88,15.05,0.83,,1,15.88,15.6781,2018-01-08,0,-0.2576,1,15.88,15.6781,2018-01-08,0,-0.2576,1,15.88,15.6781,2018-01-08,0,-0.2576,1.6849,0.0585127134262737,2018-01-03
prebreak,300357,2018-01-04,S,S,A,C,S,S,A,14.4077,14.69,13.97,0.72,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.69,13.97,2018-01-30,1,-1.0149,1.6098,0.0274922121418814,2018-01-04
prebreak,002262,2018-01-05,S,S,A,C,S,S,A,13.5959,13.29,12.7,0.59,,1,13.29,13.9237,2018-01-12,0,1.0562,1,13.29,13.7962,2018-01-19,0,0.8403,1,13.29,12.7,2018-02-02,1,-1.0165,1.5308,0.0106741910670309,2018-01-05
prebreak,600062,2018-01-08,S,S,A,C,S,S,A,16.7192,16.7,15.98,0.72,,1,16.7,17.1091,2018-01-11,0,0.5503,1,16.7,17.1091,2018-01-11,0,0.5503,1,16.7,17.1091,2018-01-11,0,0.5503,2.2443,0.0326534588689766,2018-01-08
prebreak,600436,2018-01-08,S,S,A,C,S,S,A,64.6332,60.77,57.9,2.87,,1,60.77,68.2447,2018-01-15,0,2.5867,1,60.77,71.744,2018-01-22,0,3.8052,1,60.77,67.7582,2018-02-05,0,2.4173,2.5097,0.0121707209587882,2018-01-08
prebreak,000042,2018-01-09,S,S,A,C,S,S,A,18.2027,16.05,15.26,0.79,,1,16.05,16.5037,2018-01-19,0,0.5585,1,16.05,16.2937,2018-01-26,0,0.2928,1,16.05,15.26,2018-02-02,1,-1.0148,2.3737,0.0883311551037819,2018-01-09
prebreak,002617,2018-01-09,S,S,A,C,S,S,A,10.6426,10.99,10.46,0.53,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,10.99,10.46,2018-02-01,1,-1.0151,2.2589,0.0198862445748282,2018-01-09
prebreak,300357,2018-01-11,S,S,A,C,S,S,A,14.0143,14.69,14.06,0.63,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.69,14.06,2018-01-30,1,-1.0171,1.6098,0.0274922121418814,2018-01-11
prebreak,002262,2018-01-12,S,S,A,C,S,S,A,13.9237,14.17,13.45,0.72,,1,14.17,13.7962,2018-01-19,0,-0.5338,1,14.17,13.7962,2018-01-19,0,-0.5338,1,14.17,13.7962,2018-01-19,0,-0.5338,2.1171,0.0820924130179463,2018-01-12
prebreak,601198,2018-01-19,S,S,A,C,S,S,A,13.5388,13.25,12.7,0.55,,1,13.25,13.8034,2018-01-26,0,0.9873,1,13.25,12.7,2018-02-01,1,-1.0177,1,13.25,12.7,2018-02-01,1,-1.0177,5.2706,0.0109363955152328,2018-01-19
prebreak,000711,2018-01-22,S,S,A,C,S,S,A,11.3,10.63,10.07,0.56,,1,10.63,11.5417,2018-01-29,0,1.6125,1,10.63,10.5917,2018-02-05,0,-0.0828,1,10.63,10.07,2018-02-09,1,-1.0138,1.5202,0.0370731707317071,2018-01-22
prebreak,002032,2018-01-22,S,S,A,C,S,S,A,31.7331,28.97,27.45,1.52,,1,28.97,32.0081,2018-01-25,0,1.983,1,28.97,32.0081,2018-01-25,0,1.983,1,28.97,32.0081,2018-01-25,0,1.983,2.0051,-0.0470484469384762,2018-01-22
prebreak,002727,2018-01-22,S,S,A,C,S,S,A,18.7357,17.89,17.18,0.71,,1,17.89,18.9274,2018-01-29,0,1.4411,1,17.89,18.788,2018-02-05,0,1.2449,1,17.89,20.2084,2018-02-26,0,3.2442,1.6867,0.0681322521535054,2018-01-22
prebreak,600009,2018-01-22,S,S,A,C,S,S,A,42.2236,41.78,40.09,1.69,,1,41.78,42.9475,2018-01-29,0,0.6716,1,41.78,45.6928,2018-02-05,0,2.295,1,41.78,40.09,2018-02-09,1,-1.0182,2.2641,0.0026675072665958,2018-01-22
prebreak,603108,2018-01-23,S,S,A,C,S,S,A,12.4749,12.49,11.91,0.58,,1,12.49,13.4323,2018-01-30,0,1.6073,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,3.7494,0.0529255435158275,2018-01-23
prebreak,603393,2018-01-25,S,S,A,C,S,S,A,13.0235,13.43,12.81,0.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,13.43,13.8375,2018-06-01,0,0.6404,10.8705,0.0380702740926943,2018-01-25
prebreak,002695,2018-01-30,S,S,A,C,S,S,A,15.3885,16.07,15.35,0.72,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,16.07,15.5376,2018-03-06,0,-0.7559,2.8744,0.0442859347111577,2018-01-30
prebreak,603108,2018-01-30,S,S,A,C,S,S,A,13.4323,12.49,11.91,0.58,,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,1,12.49,11.91,2018-02-06,1,-1.0157,2.5243,0.0160239473645718,2018-01-30
prebreak,002136,2018-02-08,S,S,A,C,S,S,A,14.2461,13.5,12.85,0.65,,1,13.5,14.9686,2018-02-22,0,2.2422,1,13.5,14.9038,2018-03-01,0,2.1425,1,13.5,14.8575,2018-03-15,0,2.0713,2.4285,0.005137716176482,2018-02-08
prebreak,002727,2018-02-12,S,S,A,C,S,S,A,18.91,19.03,18.23,0.8,,1,19.03,20.2084,2018-02-26,0,1.454,1,19.03,21.3413,2018-03-05,0,2.8692,1,19.03,22.4916,2018-03-19,0,4.3062,1.7029,0.0816096188999606,2018-02-12
prebreak,002491,2018-02-23,S,S,A,C,S,S,A,12.0348,12.13,11.5,0.63,,1,12.13,13.528,2018-03-02,0,2.203,1,12.13,14.0324,2018-03-09,0,3.0031,1,12.13,13.0435,2018-03-23,0,1.4344,1.6838,0.0196406095087744,2018-02-23
prebreak,002737,2018-02-27,S,S,A,C,S,S,A,12.8388,11.0,10.46,0.54,,1,11.0,13.0564,2018-03-06,0,3.7903,1,11.0,13.3267,2018-03-13,0,4.2905,1,11.0,14.0567,2018-03-27,0,5.6416,1.8419,-0.0502772904087146,2018-02-27
prebreak,600597,2018-03-05,S,S,A,C,S,S,A,11.4853,12.1,11.56,0.54,,1,12.1,12.2833,2018-03-12,0,0.3221,1,12.1,12.4178,2018-03-19,0,0.571,1,12.1,11.56,2018-03-23,1,-1.0164,1.5831,-0.0374044361949955,2018-03-05
prebreak,600118,2018-03-06,S,S,A,C,S,S,A,21.2218,21.48,20.34,1.14,,1,21.48,21.3095,2018-03-13,0,-0.1638,1,21.48,20.9487,2018-03-14,0,-0.4801,1,21.48,20.9487,2018-03-14,0,-0.4801,1.6341,-0.002952326858563,2018-03-06
prebreak,000553,2018-03-19,S,S,A,C,S,S,A,14.0133,14.49,13.91,0.58,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,14.49,14.405,2018-04-18,0,-0.1655,3.0841,0.0024955962760517,2018-03-19
prebreak,300463,2018-03-19,S,S,A,C,S,S,A,21.2393,21.37,20.3,1.07,,1,21.37,21.4493,2018-03-22,0,0.0589,1,21.37,21.4493,2018-03-22,0,0.0589,1,21.37,21.4493,2018-03-22,0,0.0589,2.0612,0.0690938344494247,2018-03-19
